('YMD','Year','Month','Day'),
('20101124','2010','11','24'),
('20101125','2010','11','25'),
('20101126','2010','11','26'),
('20101127','2010','11','27'),
('20101128','2010','11','28'),
('20101129','2010','11','29'),
('20101130','2010','11','30'),
('20101201','2010','12','01'),
('20101202','2010','12','02'),
('20101203','2010','12','03'),
('20101204','2010','12','04'),
('20101205','2010','12','05'),
('20101206','2010','12','06'),
('20101207','2010','12','07'),
('20101208','2010','12','08'),
('20101209','2010','12','09'),
('20101210','2010','12','10'),
('20101211','2010','12','11'),
('20101212','2010','12','12'),
('20101213','2010','12','13'),
('20101214','2010','12','14'),
('20101215','2010','12','15'),
('20101216','2010','12','16'),
('20101217','2010','12','17'),
('20101218','2010','12','18'),
('20101219','2010','12','19'),
('20101220','2010','12','20'),
('20101221','2010','12','21'),
('20101222','2010','12','22'),
('20101223','2010','12','23'),
('20101224','2010','12','24'),
('20101225','2010','12','25'),
('20101226','2010','12','26'),
('20101227','2010','12','27'),
('20101228','2010','12','28'),
('20101229','2010','12','29'),
('20101230','2010','12','30'),
('20101231','2010','12','31'),
('20100710','2010','07','10'),
('20100711','2010','07','11'),
('20100712','2010','07','12'),
('20100713','2010','07','13'),
('20100714','2010','07','14'),
('20100715','2010','07','15'),
('20110101','2011','01','01'),
('20110102','2011','01','02'),
('20110103','2011','01','03'),
('20110104','2011','01','04'),
('20110105','2011','01','05'),
('20110106','2011','01','06'),
('20110107','2011','01','07'),
('20110108','2011','01','08'),
('20110109','2011','01','09'),
('20110110','2011','01','10'),
('20110111','2011','01','11'),
('20110112','2011','01','12'),
('20110113','2011','01','13'),
('20110114','2011','01','14'),
('20110115','2011','01','15'),
('20110116','2011','01','16'),
('20110117','2011','01','17'),
('20110118','2011','01','18'),
('20110119','2011','01','19'),
('20110120','2011','01','20'),
('20110121','2011','01','21'),
('20110122','2011','01','22'),
('20110123','2011','01','23'),
('20110124','2011','01','24'),
('20110125','2011','01','25'),
('20110126','2011','01','26'),
('20110127','2011','01','27'),
('20110128','2011','01','28'),
('20110129','2011','01','29'),
('20110130','2011','01','30'),
('20110131','2011','01','31'),
('20110201','2011','02','01'),
('20110202','2011','02','02'),
('20110203','2011','02','03'),
('20110204','2011','02','04'),
('20110205','2011','02','05'),
('20110206','2011','02','06'),
('20110207','2011','02','07'),
('20110208','2011','02','08'),
('20110209','2011','02','09'),
('20110210','2011','02','10'),
('20110211','2011','02','11'),
('20110212','2011','02','12'),
('20110213','2011','02','13'),
('20110214','2011','02','14'),
('20110215','2011','02','15'),
('20110216','2011','02','16'),
('20110217','2011','02','17'),
('20110218','2011','02','18'),
('20110219','2011','02','19'),
('20110220','2011','02','20'),
('20110221','2011','02','21'),
('20110222','2011','02','22'),
('20110223','2011','02','23'),
('20110224','2011','02','24'),
('20110225','2011','02','25'),
('20110226','2011','02','26'),
('20110227','2011','02','27'),
('20110228','2011','02','28'),
('20110301','2011','03','01'),
('20110302','2011','03','02'),
('20110303','2011','03','03'),
('20110304','2011','03','04'),
('20110305','2011','03','05'),
('20110306','2011','03','06'),
('20110307','2011','03','07'),
('20110308','2011','03','08'),
('20110309','2011','03','09'),
('20110310','2011','03','10'),
('20110311','2011','03','11'),
('20110312','2011','03','12'),
('20110313','2011','03','13'),
('20110314','2011','03','14'),
('20110315','2011','03','15'),
('20110316','2011','03','16'),
('20110317','2011','03','17'),
('20110318','2011','03','18'),
('20110319','2011','03','19'),
('20110320','2011','03','20'),
('20110321','2011','03','21'),
('20110322','2011','03','22'),
('20110323','2011','03','23'),
('20110324','2011','03','24'),
('20110325','2011','03','25'),
('20110326','2011','03','26'),
('20110327','2011','03','27'),
('20110328','2011','03','28'),
('20110329','2011','03','29'),
('20110330','2011','03','30'),
('20110331','2011','03','31'),
('20110401','2011','04','01'),
('20110402','2011','04','02'),
('20110403','2011','04','03'),
('20110404','2011','04','04'),
('20110405','2011','04','05'),
('20110406','2011','04','06'),
('20110407','2011','04','07'),
('20110408','2011','04','08'),
('20110409','2011','04','09'),
('20110410','2011','04','10'),
('20110411','2011','04','11'),
('20110412','2011','04','12'),
('20110413','2011','04','13'),
('20110414','2011','04','14'),
('20110415','2011','04','15'),
('20110416','2011','04','16'),
('20110417','2011','04','17'),
('20110418','2011','04','18'),
('20110419','2011','04','19'),
('20110420','2011','04','20'),
('20110421','2011','04','21'),
('20110422','2011','04','22'),
('20110423','2011','04','23'),
('20110424','2011','04','24'),
('20110425','2011','04','25'),
('20110426','2011','04','26'),
('20110427','2011','04','27'),
('20110428','2011','04','28'),
('20110429','2011','04','29'),
('20110430','2011','04','30'),
('20110501','2011','05','01'),
('20110502','2011','05','02'),
('20110503','2011','05','03'),
('20110504','2011','05','04'),
('20110505','2011','05','05'),
('20110506','2011','05','06'),
('20110507','2011','05','07'),
('20110508','2011','05','08'),
('20110509','2011','05','09'),
('20110510','2011','05','10'),
('20110511','2011','05','11'),
('20110512','2011','05','12'),
('20110513','2011','05','13'),
('20110514','2011','05','14'),
('20110515','2011','05','15'),
('20110516','2011','05','16'),
('20110517','2011','05','17'),
('20110518','2011','05','18'),
('20110519','2011','05','19'),
('20110520','2011','05','20'),
('20110521','2011','05','21'),
('20110522','2011','05','22'),
('20110523','2011','05','23'),
('20110524','2011','05','24'),
('20110525','2011','05','25'),
('20110526','2011','05','26'),
('20110527','2011','05','27'),
('20110528','2011','05','28'),
('20110529','2011','05','29'),
('20110530','2011','05','30'),
('20110531','2011','05','31'),
('20110601','2011','06','01'),
('20110602','2011','06','02'),
('20110603','2011','06','03'),
('20110604','2011','06','04'),
('20110605','2011','06','05'),
('20110606','2011','06','06'),
('20110607','2011','06','07'),
('20110608','2011','06','08'),
('20110609','2011','06','09'),
('20110610','2011','06','10'),
('20110611','2011','06','11'),
('20110612','2011','06','12'),
('20110613','2011','06','13'),
('20110614','2011','06','14'),
('20110615','2011','06','15'),
('20110616','2011','06','16'),
('20110617','2011','06','17'),
('20110618','2011','06','18'),
('20110619','2011','06','19'),
('20110620','2011','06','20'),
('20110621','2011','06','21'),
('20110622','2011','06','22'),
('20110623','2011','06','23'),
('20110624','2011','06','24'),
('20110625','2011','06','25'),
('20110626','2011','06','26'),
('20110627','2011','06','27'),
('20110628','2011','06','28'),
('20110629','2011','06','29'),
('20110630','2011','06','30'),
('20110701','2011','07','01'),
('20110702','2011','07','02'),
('20110703','2011','07','03'),
('20110704','2011','07','04'),
('20110705','2011','07','05'),
('20110706','2011','07','06'),
('20110707','2011','07','07'),
('20110708','2011','07','08'),
('20110709','2011','07','09'),
('20110710','2011','07','10'),
('20110711','2011','07','11'),
('20110712','2011','07','12'),
('20110713','2011','07','13'),
('20110714','2011','07','14'),
('20110715','2011','07','15'),
('20110716','2011','07','16'),
('20110717','2011','07','17'),
('20110718','2011','07','18'),
('20110719','2011','07','19'),
('20110720','2011','07','20'),
('20110721','2011','07','21'),
('20110722','2011','07','22'),
('20110723','2011','07','23'),
('20110725','2011','07','25'),
('20110726','2011','07','26'),
('20110727','2011','07','27'),
('20110728','2011','07','28'),
('20110729','2011','07','29'),
('20110730','2011','07','30'),
('20110731','2011','07','31'),
('20110801','2011','08','01'),
('20110802','2011','08','02'),
('20110803','2011','08','03'),
('20110804','2011','08','04'),
('20110805','2011','08','05'),
('20110806','2011','08','06'),
('20110807','2011','08','07'),
('20110808','2011','08','08'),
('20110809','2011','08','09'),
('20110810','2011','08','10'),
('20110811','2011','08','11'),
('20110812','2011','08','12'),
('20110813','2011','08','13'),
('20110814','2011','08','14'),
('20110815','2011','08','15'),
('20110816','2011','08','16'),
('20110817','2011','08','17'),
('20110818','2011','08','18'),
('20110819','2011','08','19'),
('20110820','2011','08','20'),
('20110821','2011','08','21'),
('20110822','2011','08','22'),
('20110823','2011','08','23'),
('20110824','2011','08','24'),
('20110825','2011','08','25'),
('20110826','2011','08','26'),
('20110827','2011','08','27'),
('20110828','2011','08','28'),
('20110829','2011','08','29'),
('20110830','2011','08','30'),
('20110831','2011','08','31'),
('20110901','2011','09','01'),
('20110902','2011','09','02'),
('20110903','2011','09','03'),
('20110904','2011','09','04'),
('20110905','2011','09','05'),
('20110906','2011','09','06'),
('20110907','2011','09','07'),
('20110908','2011','09','08'),
('20110909','2011','09','09'),
('20110910','2011','09','10'),
('20110911','2011','09','11'),
('20110912','2011','09','12'),
('20110913','2011','09','13'),
('20110914','2011','09','14'),
('20110915','2011','09','15'),
('20110916','2011','09','16'),
('20110917','2011','09','17'),
('20110918','2011','09','18'),
('20110919','2011','09','19'),
('20110920','2011','09','20'),
('20110921','2011','09','21'),
('20110922','2011','09','22'),
('20110923','2011','09','23'),
('20110924','2011','09','24'),
('20110925','2011','09','25'),
('20110926','2011','09','26'),
('20110927','2011','09','27'),
('20110928','2011','09','28'),
('20110929','2011','09','29'),
('20110930','2011','09','30'),
('20111001','2011','10','01'),
('20111002','2011','10','02'),
('20111003','2011','10','03'),
('20111004','2011','10','04'),
('20111005','2011','10','05'),
('20111006','2011','10','06'),
('20111007','2011','10','07'),
('20111008','2011','10','08'),
('20111009','2011','10','09'),
('20111010','2011','10','10'),
('20111011','2011','10','11'),
('20111012','2011','10','12'),
('20111013','2011','10','13'),
('20111014','2011','10','14'),
('20111015','2011','10','15'),
('20111016','2011','10','16'),
('20111017','2011','10','17'),
('20111018','2011','10','18'),
('20111019','2011','10','19'),
('20111020','2011','10','20'),
('20111021','2011','10','21'),
('20111022','2011','10','22'),
('20111023','2011','10','23'),
('20111024','2011','10','24'),
('20111025','2011','10','25'),
('20111026','2011','10','26'),
('20111027','2011','10','27'),
('20111028','2011','10','28'),
('20111029','2011','10','29'),
('20111030','2011','10','30'),
('20111031','2011','10','31'),
('20111101','2011','11','01'),
('20111102','2011','11','02'),
('20111103','2011','11','03'),
('20111104','2011','11','04'),
('20111105','2011','11','05'),
('20111106','2011','11','06'),
('20111107','2011','11','07'),
('20111108','2011','11','08'),
('20111109','2011','11','09'),
('20111110','2011','11','10'),
('20111111','2011','11','11'),
('20111112','2011','11','12'),
('20111113','2011','11','13'),
('20111114','2011','11','14'),
('20111115','2011','11','15'),
('20111116','2011','11','16'),
('20111117','2011','11','17'),
('20111118','2011','11','18'),
('20111119','2011','11','19'),
('20111120','2011','11','20'),
('20111121','2011','11','21'),
('20111122','2011','11','22'),
('20111123','2011','11','23'),
('20111124','2011','11','24'),
('20111125','2011','11','25'),
('20111126','2011','11','26'),
('20111127','2011','11','27'),
('20111128','2011','11','28'),
('20111129','2011','11','29'),
('20111130','2011','11','30'),
('20111201','2011','12','01'),
('20111202','2011','12','02'),
('20111203','2011','12','03'),
('20111204','2011','12','04'),
('20111205','2011','12','05'),
('20111206','2011','12','06'),
('20111207','2011','12','07'),
('20111208','2011','12','08'),
('20111209','2011','12','09'),
('20111210','2011','12','10'),
('20111211','2011','12','11'),
('20111212','2011','12','12'),
('20111213','2011','12','13'),
('20111214','2011','12','14'),
('20111215','2011','12','15'),
('20111216','2011','12','16'),
('20111217','2011','12','17'),
('20111218','2011','12','18'),
('20111219','2011','12','19'),
('20111220','2011','12','20'),
('20111221','2011','12','21'),
('20111222','2011','12','22'),
('20111223','2011','12','23'),
('20111224','2011','12','24'),
('20111225','2011','12','25'),
('20111226','2011','12','26'),
('20111227','2011','12','27'),
('20111228','2011','12','28'),
('20111229','2011','12','29'),
('20111230','2011','12','30'),
('20111231','2011','12','31'),
('20110724','2011','07','24'),
('20120101','2012','01','01'),
('20120102','2012','01','02'),
('20120103','2012','01','03'),
('20120104','2012','01','04'),
('20120105','2012','01','05'),
('20120106','2012','01','06'),
('20120107','2012','01','07'),
('20120108','2012','01','08'),
('20120109','2012','01','09'),
('20120110','2012','01','10'),
('20120111','2012','01','11'),
('20120112','2012','01','12'),
('20120113','2012','01','13'),
('20120114','2012','01','14'),
('20120115','2012','01','15'),
('20120116','2012','01','16'),
('20120117','2012','01','17'),
('20120118','2012','01','18'),
('20120119','2012','01','19'),
('20120120','2012','01','20'),
('20120121','2012','01','21'),
('20120122','2012','01','22'),
('20120123','2012','01','23'),
('20120124','2012','01','24'),
('20120125','2012','01','25'),
('20120126','2012','01','26'),
('20120127','2012','01','27'),
('20120128','2012','01','28'),
('20120129','2012','01','29'),
('20120130','2012','01','30'),
('20120131','2012','01','31'),
('20120201','2012','02','01'),
('20120202','2012','02','02'),
('20120203','2012','02','03'),
('20120204','2012','02','04'),
('20120205','2012','02','05'),
('20120206','2012','02','06'),
('20120207','2012','02','07'),
('20120208','2012','02','08'),
('20120209','2012','02','09'),
('20120210','2012','02','10'),
('20120211','2012','02','11'),
('20120212','2012','02','12'),
('20120213','2012','02','13'),
('20120214','2012','02','14'),
